worker,time,term,objective,answer
33,3,sadly,sadness,Sadness
33,3,disgusting,disgust,Disgust
33,3,trusted,trust,Trust
33,3,disgusted,disgust,Disgust
33,3,extermination,0,Fear
33,2,disgusted,disgust,Disgust
33,2,disgusting,disgust,Disgust
33,4,pollution,0,Disgust
33,3,saddened,sadness,Sadness
33,4,surprised,surprise,Surprise
33,5,fearful,fear,Fear
33,4,disgustful,disgust,Disgust
33,3,joyce,joy,Joy
33,6,riddle,0,Surprise
33,4,angering,anger,Anger
33,3,seizure,0,Fear
33,5,surprised,surprise,Surprise
33,3,horizon,0,Joy
33,3,shooter,0,Anger
33,3,sad,sadness,Sadness
33,4,honesty,0,Trust
33,2,trusting,trust,Trust
33,4,disgusting,disgust,Disgust
33,4,fears,fear,Fear
33,5,grumble,0,Anger
33,5,joyce,joy,Joy
33,3,abundance,0,Joy
33,3,saddened,sadness,Sadness
33,3,fearful,fear,Fear
33,3,morbid,0,Disgust
33,3,anticipated,anticipation,Anticipation
33,4,sad,sadness,Sadness
33,4,suppress,0,Sadness
33,3,unaccountable,0,Sadness
33,3,illuminate,0,Joy
33,3,spectacular,0,Joy
33,3,festive,0,Joy
33,4,angerful,anger,Anger
33,3,surprisingly,surprise,Surprise
33,3,trusting,trust,Trust
33,3,anticipate,anticipation,Anticipation
33,4,lovable,0,Joy
33,3,surprisingly,surprise,Surprise
33,3,joyful,joy,Joy
33,3,angering,anger,Anger
33,3,festival,0,Joy
33,3,anticipated,anticipation,Anticipation
33,3,angered,anger,Anger
33,3,joyful,joy,Joy
33,3,fearful,fear,Fear
33,3,sadly,sadness,Sadness
33,4,joyous,joy,Joy
33,2,graduation,0,Joy
33,3,trusting,trust,Trust
33,10,medal,0,Disgust
33,4,trusted,trust,Trust
33,3,anticipate,anticipation,Anticipation
33,2,trusted,trust,Trust
33,4,surprising,surprise,Surprise
33,3,anticipated,anticipation,Anticipation
33,4,disgustful,disgust,Disgust
33,3,laughing,0,Joy
33,4,surprising,surprise,Surprise
33,7,unjustifiable,0,Disgust
33,5,joyce,joy,Joy
33,3,trustees,trust,Trust
33,3,sadly,sadness,Sadness
33,8,reconstruct,0,Trust
33,3,joyful,joy,Joy
33,3,trustees,trust,Trust
33,3,cult,0,Fear
33,3,fears,fear,Fear
33,3,anticipating,anticipation,Anticipation
33,2,anticipate,anticipation,Anticipation
33,3,feared,fear,Fear
33,3,surprised,surprise,Surprise
33,3,sad,sadness,Sadness
33,4,pray,0,Trust
33,3,surprisingly,surprise,Surprise
33,6,reliance,0,Trust
33,4,angered,anger,Anger
33,3,sad,sadness,Sadness
33,3,fearful,fear,Fear
33,3,anticipating,anticipation,Anticipation
33,3,blackmail,0,Disgust
33,3,disgustful,disgust,Disgust
33,4,angerful,anger,Anger
33,4,angerful,anger,Anger
33,4,surprised,surprise,Surprise
33,3,trustees,trust,Trust
33,8,harmony,0,Joy
33,3,saddened,sadness,Sadness
33,3,beautiful,0,Joy
33,3,feared,fear,Fear
33,3,anticipated,anticipation,Anticipation
33,3,glow,0,Joy
33,3,arsenic,0,Fear
33,4,grievance,0,Sadness
33,4,surprisingly,surprise,Surprise
33,3,fears,fear,Fear
33,4,pitfall,0,Fear
33,5,sad,sadness,Sadness
33,2,overpriced,0,Anger
33,4,saddened,sadness,Sadness
33,3,combative,0,Anger
33,4,fearful,fear,Fear
33,4,joyous,joy,Joy
33,3,surprisingly,surprise,Surprise
33,4,immortality,0,Sadness
33,3,trusted,trust,Trust
33,2,hype,0,Anticipation
33,3,angerful,anger,Anger
33,3,angered,anger,Anger
33,3,succeeding,0,Joy
33,3,trusted,trust,Trust
33,3,frowning,0,Sadness
33,5,anticipating,anticipation,Anticipation
33,5,daughter,0,Joy
33,3,robbery,0,Fear
33,4,trusting,trust,Trust
33,4,illumination,0,Joy
33,3,anticipated,anticipation,Anticipation
33,4,angered,anger,Anger
33,3,angering,anger,Anger
33,2,disgusting,disgust,Disgust
33,3,joyous,joy,Joy
33,3,anticipating,anticipation,Anticipation
33,3,dart,0,Fear
33,2,disgusted,disgust,Disgust
33,4,sadly,sadness,Sadness
33,4,surprisingly,surprise,Surprise
33,4,reassurance,0,Trust
33,3,anticipated,anticipation,Anticipation
33,6,disintegrate,0,Sadness
33,5,feared,fear,Fear
33,2,heroic,0,Joy
33,3,disparage,0,Sadness
33,3,feared,fear,Fear
33,3,anticipating,anticipation,Anticipation
33,3,fears,fear,Fear
33,3,fury,0,Anger
33,3,surprising,surprise,Surprise
33,3,mutilation,0,Disgust
33,3,anticipate,anticipation,Anticipation
33,4,surprising,surprise,Surprise
33,3,heal,0,Joy
33,3,sadly,sadness,Sadness
33,3,sadly,sadness,Sadness
33,3,angered,anger,Anger
33,3,angered,anger,Anger
33,3,joyful,joy,Joy
33,3,alertness,0,Anticipation
33,3,belligerent,0,Disgust
33,2,joyous,joy,Joy
33,3,disgusting,disgust,Disgust
33,6,trustees,trust,Trust
33,3,disgusted,disgust,Disgust
33,3,anticipate,anticipation,Anticipation
33,3,angering,anger,Anger
33,4,trusted,trust,Trust
33,3,pollute,0,Disgust
33,5,angering,anger,Anger
33,4,anticipate,anticipation,Anticipation
33,3,deformity,0,Sadness
33,2,glitter,0,Joy
33,4,anticipate,anticipation,Anticipation
33,4,humility,0,Joy
33,4,angering,anger,Anger
33,3,anticipate,anticipation,Anticipation
33,3,laugh,0,Joy
33,3,saddened,sadness,Sadness
33,4,joyce,joy,Joy
33,3,trusting,trust,Trust
33,3,egotistical,0,Disgust
33,3,disservice,0,Anger
33,3,giggle,0,Joy
33,4,angering,anger,Anger
33,3,diligence,0,Trust
33,9,determinate,0,Trust
33,3,delighted,0,Joy
33,4,massage,0,Joy
33,4,trusting,trust,Trust
33,3,disgustful,disgust,Disgust
33,5,surprising,surprise,Surprise
33,6,postponement,0,Sadness
33,4,intoxicated,0,Disgust
33,3,anticipating,anticipation,Anticipation
33,3,disgustful,disgust,Disgust
33,3,trusting,trust,Trust
33,3,beautification,0,Joy
33,6,reassure,0,Trust
33,3,fears,fear,Fear
33,3,trusting,trust,Trust
33,3,joyful,joy,Joy
33,3,deform,0,Sadness
33,3,anticipated,anticipation,Anticipation
33,3,trusted,trust,Trust
33,5,angering,anger,Anger
33,4,angered,anger,Anger
33,7,anticipating,anticipation,Anticipation
33,3,joyce,joy,Joy
33,3,heavenly,0,Joy
33,3,lynch,0,Sadness
33,4,handicap,0,Sadness
33,5,joyce,joy,Joy
33,4,unruly,0,Anger
33,4,angered,anger,Anger
33,3,surprised,surprise,Surprise
34,6,surprising,surprise,Surprise
34,11,warrior,0,Fear
34,8,picnic,0,Joy
34,12,wicked,0,Fear
34,6,fearful,fear,Fear
34,9,virulence,0,Anger
34,6,joyce,joy,Joy
34,10,splash,0,Surprise
34,8,doubtless,0,Trust
34,5,disgusting,disgust,Disgust
34,7,angerful,anger,Anger
34,6,trusted,trust,Trust
34,7,anticipated,anticipation,Anticipation
34,8,succeed,0,Joy
34,6,joyful,joy,Joy
34,8,joyful,joy,Joy
34,12,joyful,joy,Joy
34,6,treasure,0,Joy
34,5,sad,sadness,Sadness
35,15,cage,0,Fear
35,9,fears,fear,Fear
36,29,joyful,joy,Joy
37,5,joyous,joy,Joy
37,4,disgusted,disgust,Disgust
38,4,disgusting,disgust,Disgust
38,4,anticipating,anticipation,Anticipation
38,3,sad,sadness,Sadness
38,5,saddened,sadness,Sadness
38,4,trusted,trust,Trust
38,5,surprisingly,surprise,Surprise
38,4,surprised,surprise,Surprise
38,5,surprisingly,surprise,Surprise
38,4,angerful,anger,Anger
38,3,disgusted,disgust,Disgust
38,4,disgustful,disgust,Disgust
38,4,surprising,surprise,Surprise
38,8,timidity,0,Fear
38,5,joyful,joy,Joy
38,4,anticipating,anticipation,Anticipation
38,7,delight,0,Joy
38,4,sadly,sadness,Sadness
38,4,joyful,joy,Joy
38,4,anticipating,anticipation,Anticipation
38,4,joyous,joy,Joy
38,4,feared,fear,Fear
38,4,surprisingly,surprise,Surprise
38,3,trusted,trust,Trust
38,4,anticipated,anticipation,Anticipation
38,3,fears,fear,Fear
38,5,disgusting,disgust,Disgust
38,4,disgusted,disgust,Disgust
38,4,fearful,fear,Fear
38,5,fears,fear,Fear
38,5,joyous,joy,Joy
38,12,angered,anger,Anger
38,3,anticipate,anticipation,Anticipation
38,3,sad,sadness,Sadness
38,5,anticipate,anticipation,Anticipation
38,4,fears,fear,Fear
38,3,fears,fear,Fear
38,4,sad,sadness,Sadness
38,4,disgustful,disgust,Disgust
39,4,nefarious,0,Anger
39,4,surprising,surprise,Anticipation
39,7,medal,0,Joy
39,5,fret,0,Anticipation
39,11,disgusted,disgust,Disgust
40,8,feared,fear,Fear
41,7,angering,anger,Anger
42,6,picket,0,Anger
42,5,disgustful,disgust,Disgust
42,5,treasurer,0,Trust
42,30,unreliable,0,Sadness
42,5,darling,0,Joy
42,6,cruel,0,Anger
42,4,trusting,trust,Trust
42,6,unwashed,0,Disgust
42,4,angerful,anger,Anger
42,40,anticipate,anticipation,Anticipation
42,15,disgusting,disgust,Disgust
42,6,sadly,sadness,Sadness
42,5,fiesta,0,Joy
42,9,furnace,0,Fear
42,6,liquor,0,Disgust
42,4,anticipate,anticipation,Anticipation
42,9,aggravation,0,Anger
42,5,sad,sadness,Sadness
42,5,trusting,trust,Trust
42,4,joyful,joy,Joy
42,5,virtuous,0,Joy
42,5,saddened,sadness,Sadness
42,6,joyous,joy,Joy
42,4,trusted,trust,Trust
42,18,joyous,joy,Joy
42,5,surprisingly,surprise,Surprise
42,5,disheartening,0,Sadness
42,5,congratulatory,0,Joy
42,8,joyous,joy,Joy
42,5,anticipated,anticipation,Anticipation
42,10,warrior,0,Joy
42,5,committal,0,Trust
42,4,joyful,joy,Joy
42,5,surprised,surprise,Surprise
42,8,disgustful,disgust,Disgust
42,4,disgusted,disgust,Disgust
42,6,angering,anger,Anger
42,5,surprising,surprise,Surprise
42,5,trusting,trust,Trust
42,5,surprisingly,surprise,Surprise
42,13,immerse,0,Trust
42,10,angerful,anger,Anger
42,5,picnic,0,Joy
42,15,astray,0,Fear
42,7,truthfulness,0,Trust
42,4,fears,fear,Fear
42,5,meaningless,0,Sadness
42,5,coexisting,0,Trust
42,13,odious,0,Disgust
42,9,horrifying,0,Fear
42,25,faculty,0,Trust
42,7,culinary,0,Anticipation
42,9,fearful,fear,Fear
42,9,fearful,fear,Fear
42,8,disgusted,disgust,Disgust
42,11,anticipate,anticipation,Anticipation
42,9,anticipated,anticipation,Anticipation
42,5,joyous,joy,Joy
42,5,disgustful,disgust,Disgust
42,31,saddened,sadness,Sadness
42,5,coyote,0,Fear
42,5,surprising,surprise,Surprise
42,10,impeccable,0,Surprise
42,6,prevalent,0,Anticipation
42,5,anticipated,anticipation,Anticipation
42,4,surprised,surprise,Surprise
42,35,witch,0,Anger
42,4,saddened,sadness,Sadness
42,9,timidity,0,Anger
42,5,fears,fear,Fear
42,8,glorify,0,Joy
42,20,homework,0,Anticipation
42,7,handbook,0,Trust
42,38,stillborn,0,Sadness
42,5,angerful,anger,Anger
42,5,sadly,sadness,Sadness
42,5,joyce,joy,Joy
42,5,disgustful,disgust,Disgust
42,5,saddened,sadness,Sadness
42,11,inhuman,0,Disgust
42,20,overdue,0,Anticipation
42,8,joyful,joy,Joy
42,6,anticipating,anticipation,Anticipation
42,8,saddened,sadness,Sadness
42,11,linger,0,Fear
42,6,fearful,fear,Fear
42,9,coexist,0,Trust
42,18,feared,fear,Fear
42,5,trustees,trust,Trust
42,13,indomitable,0,Anger
42,30,ail,0,Sadness
42,12,feared,fear,Fear
42,9,rogue,0,Surprise
42,5,truthful,0,Trust
42,6,dismay,0,Sadness
42,10,backbone,0,Trust
42,5,angering,anger,Anger
42,5,trusted,trust,Trust
42,9,terrific,0,Joy
42,6,perceive,0,Anticipation
42,7,mutilated,0,Disgust
42,8,angering,anger,Anger
42,13,reconstruction,0,Anticipation
42,6,trustees,trust,Trust
42,5,angerful,anger,Anger
42,5,disgustful,disgust,Disgust
42,10,disgusted,disgust,Disgust
42,12,devilish,0,Disgust
42,6,provocation,0,Anger
42,5,abundant,0,Joy
42,6,cherish,0,Joy
42,5,listless,0,Sadness
42,5,fearful,fear,Fear
42,19,retribution,0,Anger
42,5,delightful,0,Joy
42,4,anticipated,anticipation,Anticipation
42,26,antipathy,0,Anger
42,5,delight,0,Joy
42,21,reprisal,0,Fear
42,8,angered,anger,Anger
42,6,angerful,anger,Anger
42,7,vindicate,0,Surprise
42,5,trustees,trust,Trust
42,17,insolvency,0,Fear
42,18,angered,anger,Anger
42,5,joyce,joy,Joy
42,6,recruits,0,Trust
42,12,fatty,0,Disgust
42,7,theology,0,Trust
42,6,vehement,0,Disgust
42,11,prestige,0,Joy
42,6,behemoth,0,Fear
42,19,unsettled,0,Anticipation
42,5,weighty,0,Disgust
42,5,alerts,0,Anticipation
42,6,disgusted,disgust,Disgust
42,6,reward,0,Joy
42,12,fears,fear,Fear
42,9,soulless,0,Sadness
42,6,angering,anger,Anger
42,5,sadly,sadness,Sadness
42,5,sadly,sadness,Sadness
42,4,sadly,sadness,Sadness
42,21,ungrateful,0,Anger
42,5,partnership,0,Trust
42,16,despise,0,Disgust
42,10,constipation,0,Fear
42,5,joyce,joy,Joy
42,5,expletive,0,Anger
42,5,feared,fear,Fear
42,13,angering,anger,Anger
42,4,suppression,0,Sadness
42,17,credence,0,Trust
42,12,unsafe,0,Fear
42,20,chocolate,0,Joy
42,6,joyful,joy,Joy
42,5,disgusting,disgust,Disgust
42,5,anticipating,anticipation,Anticipation
42,5,surprisingly,surprise,Surprise
42,5,preparatory,0,Anticipation
42,5,joyous,joy,Joy
42,6,uplift,0,Joy
42,31,doubtless,0,Anticipation
42,4,surprisingly,surprise,Surprise
42,5,wrath,0,Anger
42,7,intrigue,0,Anticipation
42,6,snake,0,Anger
42,5,disgusting,disgust,Disgust
42,4,surprisingly,surprise,Surprise
42,6,harvest,0,Anticipation
42,5,spear,0,Fear
42,5,trustees,trust,Trust
42,10,anticipated,anticipation,Anticipation
42,9,funeral,0,Sadness
42,6,bum,0,Anger
42,5,sadly,sadness,Sadness
42,6,feared,fear,Fear
42,7,wreak,0,Disgust
42,8,surprised,surprise,Surprise
42,53,aggravated,0,Anger
42,6,trusting,trust,Trust
42,6,bridal,0,Joy
42,5,disgusting,disgust,Disgust
42,6,saddened,sadness,Sadness
42,10,colonel,0,Trust
42,8,underwrite,0,Sadness
42,15,healing,0,Joy
42,6,elevation,0,Fear
42,4,feared,fear,Fear
42,5,trustees,trust,Trust
42,5,disgustful,disgust,Disgust
42,4,disgusting,disgust,Disgust
42,5,contributor,0,Trust
42,5,feared,fear,Fear
42,10,accidentally,0,Surprise
42,6,trusting,trust,Trust
42,5,drunken,0,Disgust
42,6,trusted,trust,Trust
42,10,airport,0,Anticipation
42,6,surprisingly,surprise,Surprise
42,4,fearful,fear,Fear
42,8,accidental,0,Surprise
42,9,charitable,0,Trust
42,6,sad,sadness,Sadness
42,6,anticipated,anticipation,Anticipation
42,5,trophy,0,Joy
42,29,harmoniously,0,Joy
42,6,incestuous,0,Disgust
42,5,khan,0,Disgust
42,14,anticipated,anticipation,Anticipation
42,5,succeed,0,Joy
42,10,trustees,trust,Trust
42,5,feared,fear,Fear
42,12,blindly,0,Anticipation
42,4,forsaken,0,Sadness
42,13,fearful,fear,Fear
42,8,scar,0,Fear
42,81,utopian,0,Trust
42,16,exasperation,0,Anger
42,5,anticipated,anticipation,Anticipation
42,32,surprising,surprise,Surprise
42,8,organization,0,Trust
42,6,aggravating,0,Anger
42,4,feared,fear,Fear
42,15,fears,fear,Fear
42,5,usher,0,Trust
42,6,lace,0,Joy
42,5,unattractive,0,Disgust
42,5,disgustful,disgust,Disgust
42,23,subsidence,0,Sadness
42,7,nefarious,0,Anger
42,5,disgusted,disgust,Disgust
42,6,changeable,0,Surprise
42,4,anticipated,anticipation,Anticipation
42,5,spur,0,Sadness
42,14,displeased,0,Sadness
42,5,cage,0,Fear
42,7,angered,anger,Anger
42,6,quarrel,0,Anger
42,10,emancipation,0,Anticipation
42,4,surprised,surprise,Surprise
42,5,disgustful,disgust,Disgust
42,5,saddened,sadness,Sadness
42,11,worm,0,Disgust
42,7,immediacy,0,Surprise
42,5,joyful,joy,Joy
42,23,inseparable,0,Trust
42,5,morbidity,0,Disgust
42,21,joyce,joy,Joy
42,7,immovable,0,Anticipation
42,25,joyous,joy,Joy
42,5,fearful,fear,Fear
42,8,ailing,0,Sadness
42,15,cocaine,0,Anticipation
42,5,saddened,sadness,Sadness
42,4,joyous,joy,Joy
42,16,fiend,0,Anger
42,5,beaming,0,Joy
42,7,joyce,joy,Joy
42,5,reappear,0,Surprise
42,6,bloodthirsty,0,Anger
42,10,feared,fear,Fear
42,36,surprisingly,surprise,Surprise
42,6,hug,0,Joy
42,10,discomfort,0,Sadness
42,5,joyce,joy,Joy
42,23,subvert,0,Anger
42,12,safeguard,0,Trust
42,9,sump,0,Disgust
42,4,comrade,0,Trust
42,5,sloppy,0,Disgust
42,5,trusted,trust,Trust
42,4,surprising,surprise,Surprise
42,7,vigilant,0,Anticipation
42,12,intestinal,0,Disgust
42,23,disgustful,disgust,Disgust
42,9,wild,0,Joy
42,25,angerful,anger,Anger
42,4,feared,fear,Fear
42,4,sad,sadness,Sadness
42,21,bastion,0,Fear
42,6,surprisingly,surprise,Surprise
42,11,surprisingly,surprise,Surprise
42,5,befriend,0,Trust
42,5,joyous,joy,Joy
42,8,determination,0,Anticipation
42,6,shack,0,Fear
42,5,misplace,0,Fear
42,5,horrified,0,Fear
42,4,surprised,surprise,Surprise
42,6,crisp,0,Anger
42,10,dispassionate,0,Sadness
42,7,anticipating,anticipation,Anticipation
42,6,sunk,0,Sadness
42,7,scripture,0,Trust
42,6,joyful,joy,Joy
42,6,anticipate,anticipation,Anticipation
42,6,surprised,surprise,Surprise
42,5,trusting,trust,Trust
42,6,sadly,sadness,Sadness
42,5,trusting,trust,Trust
42,5,surprisingly,surprise,Surprise
42,46,rue,0,Disgust
42,9,underpaid,0,Sadness
42,28,sad,sadness,Sadness
42,7,assuredly,0,Anticipation
42,4,buddy,0,Joy
42,5,twinkle,0,Joy
42,5,fears,fear,Fear
42,9,vermin,0,Disgust
42,24,stink,0,Disgust
42,17,vindication,0,Surprise
42,5,trustees,trust,Trust
42,8,fearful,fear,Fear
42,6,vulnerability,0,Trust
42,6,repellant,0,Disgust
42,5,trustees,trust,Trust
42,12,inaugural,0,Anticipation
42,7,disgusted,disgust,Disgust
42,9,preclude,0,Anticipation
42,7,treasure,0,Joy
42,7,angered,anger,Anger
42,5,sadly,sadness,Sadness
42,11,battalion,0,Fear
42,7,angering,anger,Anger
42,12,saddened,sadness,Sadness
42,5,sad,sadness,Sadness
42,6,inhumanity,0,Disgust
42,4,fearful,fear,Fear
42,7,erotic,0,Joy
42,5,beauty,0,Joy
42,5,picketing,0,Disgust
42,5,surprising,surprise,Surprise
42,12,countryman,0,Trust
42,8,sad,sadness,Sadness
42,4,surprised,surprise,Surprise
42,5,uncontrollable,0,Anger
42,5,slam,0,Anger
42,5,disgustful,disgust,Disgust
42,5,infection,0,Disgust
42,5,feared,fear,Fear
42,14,garrison,0,Fear
42,27,predict,0,Anticipation
42,9,anticipated,anticipation,Anticipation
42,5,joyous,joy,Joy
42,13,prediction,0,Anticipation
42,6,sad,sadness,Sadness
42,7,angered,anger,Anger
42,6,slump,0,Sadness
42,5,sad,sadness,Sadness
42,8,timid,0,Fear
42,5,angered,anger,Anger
42,4,fears,fear,Fear
42,6,feared,fear,Fear
42,5,joyce,joy,Joy
42,19,gentleman,0,Trust
42,4,fearful,fear,Fear
42,4,surprised,surprise,Surprise
42,7,shell,0,Sadness
42,11,joyful,joy,Joy
42,9,angerful,anger,Anger
42,13,sadly,sadness,Sadness
42,5,fearful,fear,Fear
42,4,feared,fear,Fear
42,15,flagship,0,Trust
42,5,fears,fear,Fear
42,5,angered,anger,Anger
42,4,trustees,trust,Trust
42,18,joyce,joy,Joy
42,10,angerful,anger,Anger
42,7,friendship,0,Joy
42,4,disgustful,disgust,Disgust
42,5,trustees,trust,Trust
42,7,feat,0,Anticipation
42,34,adrift,0,Fear
42,38,chairwoman,0,Trust
42,27,fierce,0,Anticipation
42,6,angered,anger,Anger
42,6,absolution,0,Disgust
42,5,sad,sadness,Sadness
42,11,dagger,0,Anger
42,7,evil,0,Anger
42,5,angerful,anger,Anger
42,9,infect,0,Disgust
42,5,fears,fear,Fear
42,8,frown,0,Sadness
42,5,joyful,joy,Joy
42,9,successful,0,Joy
42,11,disgusted,disgust,Disgust
42,22,dispel,0,Disgust
42,10,socialism,0,Trust
42,6,joyous,joy,Joy
42,5,joyce,joy,Joy
42,9,oust,0,Anticipation
42,19,elect,0,Trust
42,4,joyce,joy,Joy
42,4,sad,sadness,Sadness
42,12,anticipate,anticipation,Anticipation
42,5,inconsiderate,0,Disgust
42,15,martyr,0,Anger
42,6,pessimism,0,Sadness
42,12,destitute,0,Disgust
42,5,fearful,fear,Fear
42,9,base,0,Trust
42,19,unconstrained,0,Trust
42,8,intelligent,0,Trust
42,7,sadly,sadness,Sadness
42,12,auspicious,0,Joy
42,4,angered,anger,Anger
42,7,fears,fear,Fear
42,8,vigilance,0,Anticipation
42,16,angered,anger,Anger
42,5,success,0,Joy
42,5,disgusting,disgust,Disgust
42,76,filth,0,Disgust
42,5,angering,anger,Anger
42,4,disgusting,disgust,Disgust
42,5,intelligence,0,Trust
42,13,vitality,0,Joy
42,40,stinking,0,Disgust
42,10,truth,0,Trust
42,7,cradle,0,Trust
42,24,vicar,0,Joy
42,9,helpful,0,Trust
42,6,battery,0,Anger
42,6,overture,0,Fear
42,14,loon,0,Surprise
42,7,protector,0,Trust
42,6,star,0,Joy
42,8,attorney,0,Trust
42,6,award,0,Joy
42,5,repress,0,Disgust
42,6,buzz,0,Anger
42,11,anticipate,anticipation,Anticipation
42,5,anticipating,anticipation,Anticipation
42,5,surprised,surprise,Surprise
42,5,anticipated,anticipation,Anticipation
42,8,uninvited,0,Surprise
42,6,disheartened,0,Sadness
42,34,bout,0,Anger
42,7,authoritative,0,Fear
42,5,mate,0,Trust
42,5,heroism,0,Joy
42,4,saddened,sadness,Sadness
42,6,disgusted,disgust,Disgust
42,6,sadly,sadness,Sadness
42,5,disgusting,disgust,Disgust
42,17,taboo,0,Surprise
42,5,surprising,surprise,Surprise
42,13,confiscate,0,Fear
42,5,trusted,trust,Trust
42,10,artillery,0,Fear
42,6,disgusted,disgust,Disgust
42,20,unbridled,0,Joy
42,6,extermination,0,Disgust
42,5,disgusted,disgust,Disgust
42,6,disgusting,disgust,Disgust
42,20,pollution,0,Disgust
42,11,saddened,sadness,Sadness
42,5,fearful,fear,Fear
42,5,disgusting,disgust,Disgust
42,5,trusted,trust,Trust
42,5,detonate,0,Anger
42,20,formidable,0,Trust
42,10,disgustful,disgust,Disgust
42,19,joyce,joy,Joy
42,5,disgusted,disgust,Disgust
42,6,libel,0,Anger
42,17,seizure,0,Fear
42,17,surprised,surprise,Surprise
42,8,horizon,0,Anticipation
42,17,shooter,0,Fear
42,23,sad,sadness,Sadness
42,13,jurist,0,Trust
42,24,forsake,0,Sadness
42,6,honesty,0,Trust
42,9,trusting,trust,Trust
42,6,disgusting,disgust,Disgust
42,26,prescient,0,Anticipation
42,25,grumble,0,Anger
42,8,joyce,joy,Joy
42,5,abundance,0,Joy
42,10,trusted,trust,Trust
42,11,fearful,fear,Fear
42,5,morbid,0,Disgust
42,16,senate,0,Trust
42,11,anticipated,anticipation,Anticipation
42,15,parade,0,Joy
42,7,suppress,0,Anger
42,13,anticipating,anticipation,Anticipation
42,8,repelling,0,Disgust
42,4,angering,anger,Anger
42,11,unaccountable,0,Fear
42,10,illuminate,0,Joy
42,6,plan,0,Anticipation
42,23,spectacular,0,Joy
42,7,comptroller,0,Disgust
42,5,solidarity,0,Trust
42,4,festive,0,Joy
42,10,quaint,0,Joy
42,5,whore,0,Disgust
42,8,angerful,anger,Anger
42,21,surprisingly,surprise,Surprise
42,4,trusting,trust,Trust
42,6,lovable,0,Joy
42,5,surprised,surprise,Surprise
42,38,surprisingly,surprise,Surprise
42,8,ruinous,0,Disgust
42,4,joyful,joy,Joy
42,5,angering,anger,Anger
42,5,anticipated,anticipation,Anticipation
42,6,accurate,0,Trust
42,4,angerful,anger,Anger
42,5,renovation,0,Anticipation
42,7,angered,anger,Anger
42,8,psychosis,0,Anger
42,4,absentee,0,Fear
42,8,joyful,joy,Joy
42,8,academic,0,Trust
42,5,fearful,fear,Fear
42,5,sadly,sadness,Sadness
42,15,surprising,surprise,Surprise
42,5,joyous,joy,Joy
42,45,savagery,0,Anger
42,10,graduation,0,Anticipation
42,8,trusting,trust,Trust
42,6,medal,0,Joy
42,4,sad,sadness,Sadness
42,5,trusted,trust,Trust
42,22,paragon,0,Joy
42,5,anticipate,anticipation,Anticipation
42,7,trusted,trust,Trust
42,10,ineffectual,0,Surprise
42,9,disgustful,disgust,Disgust
42,6,surprising,surprise,Surprise
42,5,anticipated,anticipation,Anticipation
42,6,earthquake,0,Anticipation
42,9,disgustful,disgust,Disgust
42,7,anticipating,anticipation,Anticipation
42,5,surprising,surprise,Surprise
42,18,unjustifiable,0,Disgust
42,6,joyful,joy,Joy
42,7,hawk,0,Fear
42,4,joyce,joy,Joy
42,5,saddened,sadness,Sadness
42,5,trustees,trust,Trust
42,4,anticipate,anticipation,Anticipation
42,5,animated,0,Joy
42,14,joyful,joy,Joy
42,5,sadly,sadness,Sadness
42,5,surprisingly,surprise,Surprise
42,5,murky,0,Disgust
42,4,stint,0,Anger
42,7,jeopardize,0,Fear
42,8,trustees,trust,Trust
42,6,razor,0,Anger
42,4,cult,0,Fear
42,54,tribune,0,Joy
42,6,surprised,surprise,Surprise
42,29,sad,sadness,Sadness
42,15,pray,0,Trust
42,4,surprisingly,surprise,Surprise
42,9,reliance,0,Trust
42,5,trusted,trust,Trust
42,10,angered,anger,Anger
42,6,wither,0,Sadness
42,5,sad,sadness,Sadness
42,5,disgusted,disgust,Disgust
42,22,advocacy,0,Trust
42,4,anticipating,anticipation,Anticipation
42,5,feared,fear,Fear
42,15,reparation,0,Fear
42,9,blackmail,0,Fear
42,25,disgustful,disgust,Disgust
42,5,surprised,surprise,Surprise
42,11,trustees,trust,Trust
42,7,harmony,0,Joy
42,7,saddened,sadness,Sadness
42,5,beautiful,0,Joy
42,5,feared,fear,Fear
42,5,anticipated,anticipation,Anticipation
42,18,sectarian,0,Anger
42,4,glow,0,Joy
42,20,decry,0,Fear
42,12,negation,0,Trust
42,4,grievance,0,Anger
42,5,surprisingly,surprise,Surprise
42,10,euthanasia,0,Sadness
42,9,fears,fear,Fear
42,4,trustees,trust,Trust
42,6,sad,sadness,Sadness
42,6,mathematical,0,Trust
42,26,germ,0,Disgust
42,5,joyous,joy,Joy
42,5,trusted,trust,Trust
42,5,hype,0,Anticipation
42,6,gob,0,Sadness
42,11,penetration,0,Anticipation
42,6,succeeding,0,Joy
42,14,trusted,trust,Trust
42,12,frowning,0,Sadness
42,16,electorate,0,Anticipation
42,8,anticipating,anticipation,Anticipation
42,6,prophecy,0,Trust
42,5,robbery,0,Fear
42,5,trusting,trust,Trust
42,22,spat,0,Anger
42,8,illumination,0,Joy
42,8,joker,0,Surprise
42,5,anticipated,anticipation,Anticipation
42,12,angering,anger,Anger
42,7,disgusted,disgust,Disgust
42,8,joyous,joy,Joy
42,5,anticipating,anticipation,Anticipation
42,5,trustees,trust,Trust
42,7,vigil,0,Sadness
42,5,disgusted,disgust,Disgust
42,21,inconvenient,0,Surprise
42,4,sadly,sadness,Sadness
42,7,renovate,0,Anticipation
