worker,time,row,term,objective,answer
11,15,184,successful,0,Joy
12,11,364,truth,0,Trust
15,5,364,truth,0,Trust
2,4,364,truth,0,Surprise
4,4,364,truth,0,Trust
1,4,364,truth,0,Trust
26,20,364,truth,0,Trust
8,10,364,truth,0,Trust
6,8,364,truth,0,Trust
10,19,364,truth,0,Anticipation
11,20,364,truth,0,Trust
19,4,185,success,0,Joy
7,7,185,success,0,Joy
16,4,185,success,0,Trust
1,4,185,success,0,Joy
10,10,185,success,0,Joy
6,12,185,success,0,Joy
4,4,185,success,0,Joy
12,13,185,success,0,Joy
15,7,185,success,0,Joy
2,5,185,success,0,Joy
24,17,365,stillness,0,Anticipation
17,4,365,stillness,0,Anticipation
4,6,365,stillness,0,Sadness
10,24,365,stillness,0,Sadness
19,3,365,stillness,0,Sadness
2,4,365,stillness,0,Joy
1,7,365,stillness,0,Sadness
8,16,365,stillness,0,Anticipation
12,13,365,stillness,0,Trust
6,20,365,stillness,0,Joy
12,11,186,decry,0,Sadness
4,14,186,decry,0,Anger
1,7,186,decry,0,Sadness
15,5,186,decry,0,Disgust
17,5,186,decry,0,Anger
10,25,186,decry,0,Trust
6,10,186,decry,0,Anger
11,74,186,decry,0,Anger
5,7,186,decry,0,Anger
19,5,186,decry,0,Disgust
17,4,366,spat,0,Anger
24,36,366,spat,0,Disgust
2,3,366,spat,0,Anger
6,18,366,spat,0,Anger
10,6,366,spat,0,Fear
4,4,366,spat,0,Anger
7,8,366,spat,0,Disgust
11,18,366,spat,0,Anger
12,11,366,spat,0,Anger
1,5,366,spat,0,Anger
11,21,187,overdue,0,Fear
17,4,187,overdue,0,Anticipation
12,15,187,overdue,0,Surprise
19,4,187,overdue,0,Sadness
4,4,187,overdue,0,Anticipation
2,6,187,overdue,0,Anticipation
1,8,187,overdue,0,Fear
6,8,187,overdue,0,Fear
10,10,187,overdue,0,Sadness
5,7,187,overdue,0,Anticipation
21,3,188,belligerent,0,Anger
4,4,188,belligerent,0,Anger
8,12,188,belligerent,0,Fear
1,5,188,belligerent,0,Anger
26,11,188,belligerent,0,Anger
14,23,188,belligerent,0,Anger
10,17,188,belligerent,0,Trust
6,16,188,belligerent,0,Trust
19,4,188,belligerent,0,Anger
12,12,188,belligerent,0,Disgust
14,14,367,stink,0,Disgust
27,5,367,stink,0,Disgust
6,23,367,stink,0,Disgust
1,5,367,stink,0,Disgust
5,6,367,stink,0,Disgust
4,4,367,stink,0,Disgust
19,4,367,stink,0,Disgust
12,55,367,stink,0,Disgust
16,5,367,stink,0,Disgust
10,22,367,stink,0,Sadness
1,5,189,overpriced,0,Disgust
10,17,189,overpriced,0,Anticipation
5,7,189,overpriced,0,Anger
2,9,189,overpriced,0,Anger
26,23,189,overpriced,0,Disgust
9,8,189,overpriced,0,Anger
19,4,189,overpriced,0,Disgust
11,27,189,overpriced,0,Disgust
6,10,189,overpriced,0,Disgust
4,4,189,overpriced,0,Anger
15,13,368,stinking,0,Disgust
1,4,368,stinking,0,Disgust
6,19,368,stinking,0,Disgust
17,3,368,stinking,0,Disgust
10,20,368,stinking,0,Disgust
8,30,368,stinking,0,Disgust
5,7,368,stinking,0,Disgust
4,4,368,stinking,0,Disgust
12,9,368,stinking,0,Disgust
19,4,368,stinking,0,Disgust
17,10,190,stint,0,Anticipation
11,27,190,stint,0,Fear
4,13,190,stint,0,Anticipation
12,13,190,stint,0,Trust
6,28,190,stint,0,Trust
15,11,190,stint,0,Sadness
24,40,190,stint,0,Surprise
7,10,190,stint,0,Sadness
1,8,190,stint,0,Trust
10,16,190,stint,0,Anticipation
17,4,369,unsafe,0,Fear
12,17,369,unsafe,0,Disgust
1,6,369,unsafe,0,Fear
10,25,369,unsafe,0,Fear
11,13,369,unsafe,0,Fear
2,5,369,unsafe,0,Disgust
24,37,369,unsafe,0,Fear
19,5,369,unsafe,0,Fear
4,4,369,unsafe,0,Fear
6,12,369,unsafe,0,Fear
8,28,191,blackmail,0,Anger
13,10,191,blackmail,0,Sadness
1,6,191,blackmail,0,Fear
19,7,191,blackmail,0,Disgust
12,18,191,blackmail,0,Disgust
10,25,191,blackmail,0,Disgust
26,14,191,blackmail,0,Trust
4,5,191,blackmail,0,Fear
6,9,191,blackmail,0,Disgust
2,9,191,blackmail,0,Fear
12,11,192,penetration,0,Disgust
6,9,192,penetration,0,Trust
17,5,192,penetration,0,Surprise
10,19,192,penetration,0,Joy
35,39,192,penetration,0,Joy
4,5,192,penetration,0,Anticipation
24,25,192,penetration,0,Anticipation
19,4,192,penetration,0,Anticipation
7,8,192,penetration,0,Joy
1,4,192,penetration,0,Disgust
17,5,370,daughter,0,Joy
4,4,370,daughter,0,Joy
6,12,370,daughter,0,Trust
1,4,370,daughter,0,Joy
2,6,370,daughter,0,Joy
12,28,370,daughter,0,Joy
19,4,370,daughter,0,Joy
10,18,370,daughter,0,Joy
26,14,370,daughter,0,Joy
14,8,370,daughter,0,Joy
2,3,193,pessimism,0,Anger
6,16,193,pessimism,0,Sadness
4,4,193,pessimism,0,Sadness
16,4,193,pessimism,0,Sadness
12,9,193,pessimism,0,Disgust
11,30,193,pessimism,0,Sadness
8,15,193,pessimism,0,Fear
17,4,193,pessimism,0,Anticipation
10,21,193,pessimism,0,Joy
1,10,193,pessimism,0,Disgust
4,4,194,stillborn,0,Sadness
5,13,194,stillborn,0,Sadness
6,17,194,stillborn,0,Sadness
2,3,194,stillborn,0,Sadness
9,13,194,stillborn,0,Joy
10,20,194,stillborn,0,Joy
15,15,194,stillborn,0,Sadness
12,14,194,stillborn,0,Sadness
1,4,194,stillborn,0,Sadness
8,18,194,stillborn,0,Sadness
7,7,371,senate,0,Disgust
19,4,371,senate,0,Trust
6,21,371,senate,0,Trust
10,24,371,senate,0,Anticipation
12,25,371,senate,0,Fear
17,4,371,senate,0,Trust
1,5,371,senate,0,Trust
4,4,371,senate,0,Trust
24,21,371,senate,0,Disgust
2,5,371,senate,0,Sadness
1,5,195,swim,0,Trust
8,7,195,swim,0,Joy
6,16,195,swim,0,Joy
19,5,195,swim,0,Joy
10,19,195,swim,0,Joy
11,26,195,swim,0,Joy
17,4,195,swim,0,Joy
2,5,195,swim,0,Joy
39,17,195,swim,0,Joy
4,4,195,swim,0,Joy
6,19,372,hawk,0,Fear
12,15,372,hawk,0,Joy
1,7,372,hawk,0,Surprise
10,99,372,hawk,0,Disgust
2,4,372,hawk,0,Anticipation
8,29,372,hawk,0,Surprise
11,35,372,hawk,0,Trust
5,10,372,hawk,0,Surprise
39,16,372,hawk,0,Fear
4,4,372,hawk,0,Fear
8,9,373,gentleman,0,Trust
4,4,373,gentleman,0,Trust
19,4,373,gentleman,0,Trust
6,14,373,gentleman,0,Trust
2,4,373,gentleman,0,Trust
17,7,373,gentleman,0,Trust
12,37,373,gentleman,0,Joy
1,7,373,gentleman,0,Trust
10,37,373,gentleman,0,Trust
5,8,373,gentleman,0,Trust
17,4,196,triumphant,0,Joy
11,43,196,triumphant,0,Trust
12,10,196,triumphant,0,Joy
6,19,196,triumphant,0,Trust
10,19,196,triumphant,0,Anger
7,9,196,triumphant,0,Joy
19,4,196,triumphant,0,Joy
1,5,196,triumphant,0,Joy
24,101,196,triumphant,0,Joy
4,4,196,triumphant,0,Joy
6,21,374,gentry,0,Trust
12,12,374,gentry,0,Surprise
1,5,374,gentry,0,Trust
13,16,374,gentry,0,Disgust
17,7,374,gentry,0,Trust
10,20,374,gentry,0,Sadness
4,4,374,gentry,0,Trust
24,27,374,gentry,0,Joy
8,56,374,gentry,0,Joy
7,43,374,gentry,0,Fear
13,88,375,giggle,0,Trust
4,4,375,giggle,0,Joy
14,18,375,giggle,0,Disgust
1,4,375,giggle,0,Joy
19,5,375,giggle,0,Joy
6,26,375,giggle,0,Joy
10,41,375,giggle,0,Joy
2,3,375,giggle,0,Joy
26,9,375,giggle,0,Joy
8,10,375,giggle,0,Joy
6,18,197,cradle,0,Trust
19,3,197,cradle,0,Trust
10,53,197,cradle,0,Fear
4,4,197,cradle,0,Joy
26,30,197,cradle,0,Trust
2,4,197,cradle,0,Trust
17,5,197,cradle,0,Joy
8,16,197,cradle,0,Joy
11,35,197,cradle,0,Trust
1,4,197,cradle,0,Joy
4,4,198,fragile,0,Fear
19,4,198,fragile,0,Anger
5,15,198,fragile,0,Fear
10,21,198,fragile,0,Anticipation
2,7,198,fragile,0,Surprise
12,23,198,fragile,0,Sadness
11,22,198,fragile,0,Disgust
6,22,198,fragile,0,Trust
1,7,198,fragile,0,Fear
8,38,198,fragile,0,Fear
26,16,376,congratulatory,0,Joy
10,25,376,congratulatory,0,Joy
1,5,376,congratulatory,0,Joy
4,5,376,congratulatory,0,Joy
2,4,376,congratulatory,0,Joy
12,12,376,congratulatory,0,Joy
24,38,376,congratulatory,0,Joy
6,11,376,congratulatory,0,Joy
17,5,376,congratulatory,0,Joy
19,3,376,congratulatory,0,Joy
14,16,199,devilish,0,Fear
17,6,199,devilish,0,Anger
4,8,199,devilish,0,Fear
6,8,199,devilish,0,Fear
1,10,199,devilish,0,Surprise
2,16,199,devilish,0,Surprise
5,10,199,devilish,0,Fear
19,4,199,devilish,0,Fear
12,38,199,devilish,0,Anger
10,21,199,devilish,0,Fear
4,7,377,comrade,0,Trust
19,4,377,comrade,0,Trust
5,7,377,comrade,0,Trust
21,2,377,comrade,0,Trust
1,6,377,comrade,0,Trust
2,4,377,comrade,0,Trust
8,14,377,comrade,0,Joy
10,45,377,comrade,0,Anticipation
16,4,377,comrade,0,Trust
6,14,377,comrade,0,Trust
10,18,378,grit,0,Joy
9,6,378,grit,0,Anticipation
26,25,378,grit,0,Trust
1,5,378,grit,0,Anger
4,4,378,grit,0,Trust
24,40,378,grit,0,Trust
8,13,378,grit,0,Anticipation
17,6,378,grit,0,Disgust
12,18,378,grit,0,Anger
6,16,378,grit,0,Trust
14,8,379,guru,0,Trust
4,4,379,guru,0,Trust
17,5,379,guru,0,Trust
1,5,379,guru,0,Trust
19,4,379,guru,0,Trust
7,9,379,guru,0,Joy
24,63,379,guru,0,Trust
2,3,379,guru,0,Trust
6,10,379,guru,0,Trust
10,19,379,guru,0,Joy
10,22,380,handbook,0,Disgust
5,9,380,handbook,0,Trust
11,15,380,handbook,0,Trust
1,5,380,handbook,0,Trust
17,4,380,handbook,0,Trust
2,5,380,handbook,0,Trust
6,7,380,handbook,0,Trust
19,4,380,handbook,0,Joy
4,4,380,handbook,0,Trust
12,19,380,handbook,0,Surprise
6,8,381,handicap,0,Sadness
26,12,381,handicap,0,Sadness
8,9,381,handicap,0,Sadness
12,13,381,handicap,0,Sadness
10,23,381,handicap,0,Sadness
19,3,381,handicap,0,Sadness
17,6,381,handicap,0,Disgust
4,6,381,handicap,0,Sadness
1,5,381,handicap,0,Sadness
11,31,381,handicap,0,Sadness
1,7,382,hearing,0,Surprise
19,4,382,hearing,0,Joy
6,8,382,hearing,0,Trust
15,13,382,hearing,0,Anticipation
4,5,382,hearing,0,Anticipation
11,27,382,hearing,0,Trust
8,26,382,hearing,0,Anticipation
5,10,382,hearing,0,Anticipation
2,5,382,hearing,0,Trust
10,30,382,hearing,0,Sadness
24,55,383,seizure,0,Surprise
4,4,383,seizure,0,Surprise
2,3,383,seizure,0,Fear
12,14,383,seizure,0,Surprise
19,3,383,seizure,0,Sadness
10,17,383,seizure,0,Anticipation
6,19,383,seizure,0,Fear
1,6,383,seizure,0,Surprise
17,6,383,seizure,0,Fear
11,34,383,seizure,0,Anger
6,14,384,comptroller,0,Trust
16,4,384,comptroller,0,Trust
1,5,384,comptroller,0,Trust
2,5,384,comptroller,0,Trust
10,18,384,comptroller,0,Disgust
12,10,384,comptroller,0,Trust
4,4,384,comptroller,0,Trust
5,9,384,comptroller,0,Trust
14,15,384,comptroller,0,Trust
8,21,384,comptroller,0,Trust
19,3,385,honesty,0,Trust
11,23,385,honesty,0,Trust
6,7,385,honesty,0,Trust
1,7,385,honesty,0,Trust
10,25,385,honesty,0,Trust
8,6,385,honesty,0,Trust
4,4,385,honesty,0,Trust
17,5,385,honesty,0,Trust
2,4,385,honesty,0,Trust
12,11,385,honesty,0,Joy
24,89,386,hype,0,Disgust
5,12,386,hype,0,Disgust
12,14,386,hype,0,Surprise
1,4,386,hype,0,Anticipation
4,5,386,hype,0,Anticipation
17,8,386,hype,0,Joy
11,60,386,hype,0,Joy
15,6,386,hype,0,Anticipation
6,14,386,hype,0,Trust
10,44,386,hype,0,Anger
24,110,387,committal,0,Trust
26,12,387,committal,0,Trust
4,4,387,committal,0,Trust
10,21,387,committal,0,Anticipation
8,14,387,committal,0,Sadness
2,3,387,committal,0,Trust
6,14,387,committal,0,Trust
19,3,387,committal,0,Sadness
1,5,387,committal,0,Trust
5,10,387,committal,0,Trust
5,8,388,immortality,0,Joy
4,5,388,immortality,0,Anticipation
8,7,388,immortality,0,Joy
1,5,388,immortality,0,Anticipation
10,8,388,immortality,0,Disgust
24,33,388,immortality,0,Disgust
11,24,388,immortality,0,Trust
12,10,388,immortality,0,Joy
6,11,388,immortality,0,Trust
17,4,388,immortality,0,Anticipation
12,10,389,immovable,0,Joy
17,7,389,immovable,0,Anticipation
11,18,389,immovable,0,Trust
5,13,389,immovable,0,Surprise
6,14,389,immovable,0,Trust
19,4,389,immovable,0,Disgust
4,4,389,immovable,0,Trust
1,13,389,immovable,0,Fear
24,28,389,immovable,0,Anger
10,35,389,immovable,0,Joy
10,27,390,impeccable,0,Anger
1,5,390,impeccable,0,Joy
6,21,390,impeccable,0,Trust
12,41,390,impeccable,0,Joy
4,4,390,impeccable,0,Trust
8,7,390,impeccable,0,Trust
2,6,390,impeccable,0,Joy
5,8,390,impeccable,0,Joy
11,39,390,impeccable,0,Trust
17,7,390,impeccable,0,Joy
8,21,391,colonel,0,Trust
5,13,391,colonel,0,Fear
10,17,391,colonel,0,Anticipation
4,4,391,colonel,0,Trust
11,16,391,colonel,0,Trust
1,5,391,colonel,0,Trust
26,10,391,colonel,0,Trust
6,22,391,colonel,0,Trust
19,4,391,colonel,0,Trust
12,10,391,colonel,0,Trust
6,20,392,incestuous,0,Trust
11,51,392,incestuous,0,Anticipation
16,3,392,incestuous,0,Disgust
8,23,392,incestuous,0,Disgust
12,11,392,incestuous,0,Disgust
4,5,392,incestuous,0,Disgust
5,8,392,incestuous,0,Disgust
14,16,392,incestuous,0,Anger
1,6,392,incestuous,0,Disgust
10,21,392,incestuous,0,Joy
6,22,393,congregation,0,Trust
11,17,393,congregation,0,Trust
15,31,393,congregation,0,Anticipation
1,4,393,congregation,0,Trust
12,15,393,congregation,0,Trust
10,68,393,congregation,0,Disgust
4,4,393,congregation,0,Joy
19,5,393,congregation,0,Trust
2,3,393,congregation,0,Anticipation
26,12,393,congregation,0,Trust
24,51,394,garrison,0,Trust
7,11,394,garrison,0,Anticipation
4,5,394,garrison,0,Trust
19,4,394,garrison,0,Trust
10,36,394,garrison,0,Anticipation
17,4,394,garrison,0,Fear
1,6,394,garrison,0,Trust
6,24,394,garrison,0,Sadness
5,9,394,garrison,0,Trust
12,74,394,garrison,0,Sadness
26,14,395,gag,0,Disgust
1,4,395,gag,0,Disgust
10,20,395,gag,0,Anticipation
2,3,395,gag,0,Surprise
24,20,395,gag,0,Disgust
5,10,395,gag,0,Joy
4,4,395,gag,0,Disgust
6,14,395,gag,0,Fear
12,16,395,gag,0,Disgust
17,4,395,gag,0,Disgust
12,15,396,furnace,0,Anticipation
19,4,396,furnace,0,Fear
26,12,396,furnace,0,Anger
6,24,396,furnace,0,Anger
17,17,396,furnace,0,Anger
2,5,396,furnace,0,Fear
38,23,396,furnace,0,Anger
4,5,396,furnace,0,Fear
1,6,396,furnace,0,Trust
10,18,396,furnace,0,Anticipation
15,11,397,discomfort,0,Disgust
11,31,397,discomfort,0,Disgust
6,8,397,discomfort,0,Disgust
1,8,397,discomfort,0,Sadness
4,6,397,discomfort,0,Disgust
12,13,397,discomfort,0,Sadness
19,4,397,discomfort,0,Disgust
17,13,397,discomfort,0,Fear
2,3,397,discomfort,0,Disgust
10,13,397,discomfort,0,Sadness
2,3,398,cult,0,Fear
11,30,398,cult,0,Trust
1,6,398,cult,0,Fear
7,13,398,cult,0,Disgust
6,25,398,cult,0,Trust
17,5,398,cult,0,Fear
14,29,398,cult,0,Trust
10,36,398,cult,0,Anticipation
4,5,398,cult,0,Fear
24,71,398,cult,0,Fear
1,5,399,crusty,0,Anticipation
17,4,399,crusty,0,Disgust
2,3,399,crusty,0,Disgust
11,76,399,crusty,0,Trust
8,15,399,crusty,0,Trust
12,33,399,crusty,0,Disgust
10,21,399,crusty,0,Sadness
4,4,399,crusty,0,Disgust
6,23,399,crusty,0,Trust
19,4,399,crusty,0,Disgust
