worker,time,row,term,objective,answer
12,14,320,listless,0,Sadness
1,5,320,listless,0,Sadness
6,11,320,listless,0,Disgust
7,13,320,listless,0,Surprise
8,19,320,listless,0,Sadness
2,10,320,listless,0,Fear
19,3,320,listless,0,Disgust
4,4,320,listless,0,Sadness
10,65,320,listless,0,Joy
4,5,321,massage,0,Joy
8,11,321,massage,0,Joy
1,5,321,massage,0,Anticipation
6,14,321,massage,0,Trust
12,19,321,massage,0,Joy
11,7,321,massage,0,Trust
19,4,321,massage,0,Joy
10,47,321,massage,0,Fear
2,4,321,massage,0,Surprise
14,8,321,massage,0,Joy
10,21,144,aggravation,0,Anticipation
6,35,144,aggravation,0,Anger
16,7,144,aggravation,0,Anger
4,4,144,aggravation,0,Anger
5,9,144,aggravation,0,Disgust
1,7,144,aggravation,0,Anticipation
2,13,144,aggravation,0,Anger
13,29,144,aggravation,0,Anger
12,14,144,aggravation,0,Disgust
19,4,144,aggravation,0,Disgust
14,12,322,murky,0,Fear
1,7,322,murky,0,Fear
8,18,322,murky,0,Sadness
2,4,322,murky,0,Anticipation
10,19,322,murky,0,Joy
5,11,322,murky,0,Disgust
11,20,322,murky,0,Sadness
12,13,322,murky,0,Anticipation
4,4,322,murky,0,Disgust
6,15,322,murky,0,Sadness
17,4,145,aggravated,0,Anger
2,12,145,aggravated,0,Anger
3,9,145,aggravated,0,Anger
10,20,145,aggravated,0,Anger
6,18,145,aggravated,0,Anger
19,4,145,aggravated,0,Anger
4,4,145,aggravated,0,Anger
12,18,145,aggravated,0,Anger
1,7,145,aggravated,0,Anger
11,33,145,aggravated,0,Anger
11,31,146,healing,0,Trust
24,29,146,healing,0,Trust
2,9,146,healing,0,Trust
12,38,146,healing,0,Joy
6,8,146,healing,0,Trust
10,22,146,healing,0,Joy
30,11,146,healing,0,Joy
19,4,146,healing,0,Sadness
4,4,146,healing,0,Joy
1,8,146,healing,0,Anticipation
10,19,323,swig,0,Fear
24,57,323,swig,0,Anticipation
17,5,323,swig,0,Surprise
1,6,323,swig,0,Disgust
8,12,323,swig,0,Joy
26,20,323,swig,0,Joy
12,17,323,swig,0,Joy
4,7,323,swig,0,Anticipation
6,51,323,swig,0,Anger
7,9,323,swig,0,Sadness
5,14,147,heal,0,Trust
8,32,147,heal,0,Joy
4,7,147,heal,0,Anticipation
2,8,147,heal,0,Trust
1,6,147,heal,0,Anticipation
11,24,147,heal,0,Trust
10,30,147,heal,0,Joy
6,11,147,heal,0,Trust
14,12,147,heal,0,Joy
13,20,147,heal,0,Fear
12,12,324,coyote,0,Trust
1,5,324,coyote,0,Fear
24,64,324,coyote,0,Fear
10,20,324,coyote,0,Sadness
19,19,324,coyote,0,Disgust
17,6,324,coyote,0,Fear
8,31,324,coyote,0,Fear
11,29,324,coyote,0,Joy
4,7,324,coyote,0,Fear
6,29,324,coyote,0,Disgust
6,8,148,ungrateful,0,Disgust
19,3,148,ungrateful,0,Disgust
12,12,148,ungrateful,0,Disgust
5,11,148,ungrateful,0,Anger
4,6,148,ungrateful,0,Disgust
2,4,148,ungrateful,0,Sadness
17,6,148,ungrateful,0,Anger
10,19,148,ungrateful,0,Disgust
1,5,148,ungrateful,0,Sadness
24,34,148,ungrateful,0,Disgust
19,4,325,messenger,0,Joy
6,13,325,messenger,0,Trust
10,23,325,messenger,0,Anticipation
16,4,325,messenger,0,Trust
4,4,325,messenger,0,Anticipation
11,16,325,messenger,0,Trust
8,14,325,messenger,0,Trust
1,5,325,messenger,0,Anticipation
2,6,325,messenger,0,Surprise
13,16,325,messenger,0,Anger
8,11,149,harmoniously,0,Joy
2,5,149,harmoniously,0,Joy
1,4,149,harmoniously,0,Trust
12,10,149,harmoniously,0,Joy
14,12,149,harmoniously,0,Joy
13,23,149,harmoniously,0,Anger
4,4,149,harmoniously,0,Joy
6,18,149,harmoniously,0,Joy
11,24,149,harmoniously,0,Joy
10,20,149,harmoniously,0,Fear
1,5,326,transcript,0,Trust
19,4,326,transcript,0,Trust
4,7,326,transcript,0,Trust
5,12,326,transcript,0,Trust
17,5,326,transcript,0,Trust
6,9,326,transcript,0,Trust
10,21,326,transcript,0,Anticipation
12,15,326,transcript,0,Anticipation
2,3,326,transcript,0,Trust
8,15,326,transcript,0,Trust
2,5,327,mathematical,0,Trust
11,6,327,mathematical,0,Trust
17,4,327,mathematical,0,Trust
8,18,327,mathematical,0,Trust
6,15,327,mathematical,0,Trust
1,6,327,mathematical,0,Trust
10,43,327,mathematical,0,Anticipation
15,11,327,mathematical,0,Fear
4,4,327,mathematical,0,Trust
19,4,327,mathematical,0,Anticipation
6,8,150,harmony,0,Joy
10,30,150,harmony,0,Joy
14,14,150,harmony,0,Joy
4,4,150,harmony,0,Joy
11,72,150,harmony,0,Joy
2,3,150,harmony,0,Joy
12,18,150,harmony,0,Joy
1,7,150,harmony,0,Trust
5,9,150,harmony,0,Trust
13,22,150,harmony,0,Fear
35,35,328,theology,0,Trust
1,5,328,theology,0,Trust
11,24,328,theology,0,Trust
7,9,328,theology,0,Trust
10,22,328,theology,0,Anticipation
12,16,328,theology,0,Trust
24,66,328,theology,0,Trust
17,4,328,theology,0,Trust
4,5,328,theology,0,Trust
6,7,328,theology,0,Trust
5,8,151,harbinger,0,Anticipation
1,5,151,harbinger,0,Anticipation
12,18,151,harbinger,0,Fear
8,46,151,harbinger,0,Anticipation
10,20,151,harbinger,0,Anticipation
17,4,151,harbinger,0,Anticipation
4,5,151,harbinger,0,Anticipation
6,18,151,harbinger,0,Trust
11,57,151,harbinger,0,Trust
24,95,151,harbinger,0,Anticipation
19,4,329,theological,0,Anticipation
1,5,329,theological,0,Trust
10,20,329,theological,0,Anticipation
17,4,329,theological,0,Trust
6,7,329,theological,0,Trust
7,12,329,theological,0,Anticipation
12,11,329,theological,0,Trust
24,41,329,theological,0,Trust
4,4,329,theological,0,Trust
11,16,329,theological,0,Trust
6,23,152,uninvited,0,Sadness
2,4,152,uninvited,0,Disgust
5,8,152,uninvited,0,Sadness
12,17,152,uninvited,0,Surprise
4,4,152,uninvited,0,Surprise
10,20,152,uninvited,0,Disgust
38,6,152,uninvited,0,Sadness
1,5,152,uninvited,0,Surprise
11,29,152,uninvited,0,Sadness
7,7,152,uninvited,0,Anger
12,10,330,fatty,0,Disgust
15,9,330,fatty,0,Disgust
11,19,330,fatty,0,Fear
1,5,330,fatty,0,Disgust
6,13,330,fatty,0,Disgust
5,8,330,fatty,0,Disgust
16,6,330,fatty,0,Sadness
10,19,330,fatty,0,Anticipation
4,4,330,fatty,0,Disgust
2,3,330,fatty,0,Sadness
7,8,153,afflict,0,Anger
4,6,153,afflict,0,Sadness
6,40,153,afflict,0,Sadness
1,10,153,afflict,0,Surprise
18,22,153,afflict,0,Sadness
2,4,153,afflict,0,Sadness
10,19,153,afflict,0,Fear
13,22,153,afflict,0,Surprise
12,22,153,afflict,0,Sadness
8,17,153,afflict,0,Fear
16,4,154,affliction,0,Fear
11,26,154,affliction,0,Sadness
26,34,154,affliction,0,Sadness
10,19,154,affliction,0,Sadness
18,20,154,affliction,0,Fear
2,3,154,affliction,0,Sadness
13,20,154,affliction,0,Anticipation
6,15,154,affliction,0,Sadness
4,8,154,affliction,0,Disgust
1,6,154,affliction,0,Sadness
26,11,331,lovable,0,Joy
12,16,331,lovable,0,Joy
11,26,331,lovable,0,Joy
6,27,331,lovable,0,Joy
10,26,331,lovable,0,Joy
2,4,331,lovable,0,Joy
5,9,331,lovable,0,Joy
1,5,331,lovable,0,Joy
3,9,331,lovable,0,Joy
4,5,331,lovable,0,Joy
2,23,155,arsenic,0,Fear
12,22,155,arsenic,0,Surprise
8,30,155,arsenic,0,Trust
3,8,155,arsenic,0,Fear
11,76,155,arsenic,0,Trust
1,6,155,arsenic,0,Fear
10,42,155,arsenic,0,Anticipation
19,3,155,arsenic,0,Fear
6,18,155,arsenic,0,Fear
4,7,155,arsenic,0,Fear
4,4,156,bloodthirsty,0,Fear
12,10,156,bloodthirsty,0,Anger
11,42,156,bloodthirsty,0,Fear
2,7,156,bloodthirsty,0,Fear
19,4,156,bloodthirsty,0,Fear
14,12,156,bloodthirsty,0,Fear
1,4,156,bloodthirsty,0,Anger
8,23,156,bloodthirsty,0,Fear
10,22,156,bloodthirsty,0,Fear
6,24,156,bloodthirsty,0,Anger
2,4,332,manual,0,Trust
5,11,332,manual,0,Trust
14,37,332,manual,0,Anticipation
16,4,332,manual,0,Trust
1,5,332,manual,0,Trust
12,29,332,manual,0,Anticipation
6,21,332,manual,0,Trust
26,16,332,manual,0,Anticipation
10,17,332,manual,0,Disgust
4,5,332,manual,0,Trust
2,4,333,magician,0,Surprise
11,14,333,magician,0,Joy
6,12,333,magician,0,Joy
1,5,333,magician,0,Surprise
4,4,333,magician,0,Surprise
26,23,333,magician,0,Surprise
10,17,333,magician,0,Joy
12,17,333,magician,0,Anticipation
3,21,333,magician,0,Sadness
17,4,333,magician,0,Surprise
1,7,334,loon,0,Disgust
17,4,334,loon,0,Surprise
4,4,334,loon,0,Surprise
8,16,334,loon,0,Disgust
6,34,334,loon,0,Anger
13,23,334,loon,0,Trust
16,5,334,loon,0,Surprise
24,81,334,loon,0,Fear
12,18,334,loon,0,Surprise
10,38,334,loon,0,Trust
16,4,335,torpedo,0,Fear
17,4,335,torpedo,0,Fear
12,13,335,torpedo,0,Anticipation
19,4,335,torpedo,0,Fear
6,36,335,torpedo,0,Anger
10,18,335,torpedo,0,Disgust
14,16,335,torpedo,0,Surprise
4,4,335,torpedo,0,Surprise
2,4,335,torpedo,0,Anticipation
1,7,335,torpedo,0,Surprise
11,7,336,whore,0,Anger
12,9,336,whore,0,Disgust
1,7,336,whore,0,Disgust
2,7,336,whore,0,Disgust
6,13,336,whore,0,Anger
10,17,336,whore,0,Anticipation
5,9,336,whore,0,Disgust
14,14,336,whore,0,Disgust
4,3,336,whore,0,Disgust
18,20,336,whore,0,Disgust
6,20,337,wild,0,Disgust
17,4,337,wild,0,Surprise
12,12,337,wild,0,Joy
19,4,337,wild,0,Anger
24,13,337,wild,0,Joy
2,3,337,wild,0,Surprise
4,5,337,wild,0,Surprise
10,19,337,wild,0,Anger
1,4,337,wild,0,Surprise
3,7,337,wild,0,Anger
8,15,338,sluggish,0,Sadness
2,4,338,sluggish,0,Sadness
10,22,338,sluggish,0,Disgust
5,9,338,sluggish,0,Sadness
17,3,338,sluggish,0,Disgust
6,16,338,sluggish,0,Sadness
1,5,338,sluggish,0,Sadness
4,7,338,sluggish,0,Disgust
12,20,338,sluggish,0,Sadness
19,4,338,sluggish,0,Disgust
6,16,339,sloppy,0,Disgust
1,7,339,sloppy,0,Disgust
3,7,339,sloppy,0,Sadness
5,16,339,sloppy,0,Disgust
10,23,339,sloppy,0,Trust
12,13,339,sloppy,0,Disgust
4,3,339,sloppy,0,Disgust
2,4,339,sloppy,0,Disgust
26,11,339,sloppy,0,Disgust
19,4,339,sloppy,0,Disgust
13,15,157,cabal,0,Trust
10,19,157,cabal,0,Fear
14,16,157,cabal,0,Anger
6,21,157,cabal,0,Disgust
3,21,157,cabal,0,Disgust
1,5,157,cabal,0,Trust
8,19,157,cabal,0,Disgust
16,4,157,cabal,0,Trust
12,12,157,cabal,0,Disgust
4,4,157,cabal,0,Surprise
4,4,340,backer,0,Trust
8,6,340,backer,0,Trust
11,13,340,backer,0,Trust
5,11,340,backer,0,Trust
6,23,340,backer,0,Trust
1,5,340,backer,0,Trust
2,3,340,backer,0,Trust
12,19,340,backer,0,Surprise
19,4,340,backer,0,Trust
10,18,340,backer,0,Anticipation
7,5,158,repression,0,Anger
26,16,158,repression,0,Sadness
17,5,158,repression,0,Anger
10,99,158,repression,0,Sadness
19,4,158,repression,0,Disgust
4,4,158,repression,0,Fear
1,5,158,repression,0,Fear
5,12,158,repression,0,Fear
6,10,158,repression,0,Disgust
12,12,158,repression,0,Disgust
26,24,341,absolution,0,Trust
10,44,341,absolution,0,Joy
12,27,341,absolution,0,Trust
7,10,341,absolution,0,Joy
1,8,341,absolution,0,Joy
5,14,341,absolution,0,Trust
17,4,341,absolution,0,Joy
11,14,341,absolution,0,Trust
6,23,341,absolution,0,Trust
4,22,341,absolution,0,Anticipation
6,21,342,wicked,0,Fear
10,26,342,wicked,0,Fear
19,18,342,wicked,0,Anger
12,12,342,wicked,0,Disgust
4,5,342,wicked,0,Disgust
17,10,342,wicked,0,Fear
2,4,342,wicked,0,Surprise
8,37,342,wicked,0,Disgust
14,7,342,wicked,0,Fear
1,9,342,wicked,0,Fear
6,63,159,repress,0,Trust
26,13,159,repress,0,Anger
11,15,159,repress,0,Trust
10,18,159,repress,0,Sadness
14,25,159,repress,0,Anger
19,4,159,repress,0,Disgust
5,8,159,repress,0,Fear
4,5,159,repress,0,Fear
1,6,159,repress,0,Fear
12,9,159,repress,0,Fear
1,7,343,astray,0,Sadness
6,17,343,astray,0,Disgust
14,14,343,astray,0,Anger
26,22,343,astray,0,Fear
7,8,343,astray,0,Disgust
4,6,343,astray,0,Fear
5,13,343,astray,0,Fear
10,9,343,astray,0,Disgust
24,64,343,astray,0,Trust
17,9,343,astray,0,Sadness
8,21,160,preparatory,0,Anticipation
26,12,160,preparatory,0,Anticipation
4,4,160,preparatory,0,Anticipation
10,31,160,preparatory,0,Anticipation
17,108,160,preparatory,0,Anticipation
19,4,160,preparatory,0,Anticipation
12,19,160,preparatory,0,Anticipation
6,7,160,preparatory,0,Trust
1,5,160,preparatory,0,Anticipation
5,15,160,preparatory,0,Anticipation
12,18,344,sump,0,Disgust
4,5,344,sump,0,Disgust
14,13,344,sump,0,Disgust
6,58,344,sump,0,Anger
13,19,344,sump,0,Anticipation
16,4,344,sump,0,Sadness
19,3,344,sump,0,Disgust
10,30,344,sump,0,Anticipation
1,5,344,sump,0,Sadness
15,7,344,sump,0,Fear
12,34,161,splash,0,Anticipation
4,4,161,splash,0,Surprise
10,19,161,splash,0,Disgust
26,9,161,splash,0,Joy
6,27,161,splash,0,Disgust
5,7,161,splash,0,Surprise
1,6,161,splash,0,Surprise
24,22,161,splash,0,Joy
2,4,161,splash,0,Surprise
11,19,161,splash,0,Disgust
18,17,162,spectacular,0,Joy
1,5,162,spectacular,0,Joy
3,8,162,spectacular,0,Fear
13,23,162,spectacular,0,Fear
10,22,162,spectacular,0,Anticipation
4,5,162,spectacular,0,Surprise
12,18,162,spectacular,0,Surprise
11,16,162,spectacular,0,Trust
6,9,162,spectacular,0,Trust
8,9,162,spectacular,0,Joy
1,6,163,authoritative,0,Trust
13,18,163,authoritative,0,Surprise
6,14,163,authoritative,0,Trust
3,10,163,authoritative,0,Trust
10,21,163,authoritative,0,Sadness
2,6,163,authoritative,0,Trust
12,16,163,authoritative,0,Anger
8,19,163,authoritative,0,Trust
4,4,163,authoritative,0,Trust
5,7,163,authoritative,0,Fear
3,20,164,psychosis,0,Sadness
11,45,164,psychosis,0,Disgust
2,4,164,psychosis,0,Fear
9,5,164,psychosis,0,Anticipation
10,22,164,psychosis,0,Anticipation
13,18,164,psychosis,0,Fear
6,7,164,psychosis,0,Disgust
14,7,164,psychosis,0,Fear
4,5,164,psychosis,0,Fear
1,6,164,psychosis,0,Fear
17,5,165,razor,0,Fear
10,28,165,razor,0,Anger
4,5,165,razor,0,Fear
19,4,165,razor,0,Fear
6,10,165,razor,0,Fear
11,8,165,razor,0,Fear
12,18,165,razor,0,Anticipation
5,21,165,razor,0,Fear
1,7,165,razor,0,Fear
24,32,165,razor,0,Fear
10,42,345,assuredly,0,Joy
11,18,345,assuredly,0,Trust
5,8,345,assuredly,0,Trust
6,18,345,assuredly,0,Trust
12,11,345,assuredly,0,Trust
19,5,345,assuredly,0,Disgust
16,4,345,assuredly,0,Trust
1,5,345,assuredly,0,Trust
9,5,345,assuredly,0,Trust
4,5,345,assuredly,0,Trust
1,9,166,retribution,0,Anger
24,16,166,retribution,0,Trust
12,42,166,retribution,0,Anger
4,5,166,retribution,0,Anger
7,9,166,retribution,0,Fear
19,4,166,retribution,0,Anger
26,14,166,retribution,0,Anger
10,27,166,retribution,0,Joy
6,28,166,retribution,0,Anger
17,5,166,retribution,0,Anger
1,6,346,unreliable,0,Sadness
12,30,346,unreliable,0,Disgust
14,9,346,unreliable,0,Anger
5,16,346,unreliable,0,Fear
7,13,346,unreliable,0,Disgust
11,21,346,unreliable,0,Disgust
10,23,346,unreliable,0,Anticipation
19,6,346,unreliable,0,Disgust
6,9,346,unreliable,0,Disgust
4,4,346,unreliable,0,Trust
12,11,167,attorney,0,Disgust
5,11,167,attorney,0,Surprise
1,4,167,attorney,0,Trust
19,3,167,attorney,0,Trust
13,22,167,attorney,0,Trust
11,25,167,attorney,0,Trust
4,4,167,attorney,0,Trust
2,7,167,attorney,0,Anticipation
6,8,167,attorney,0,Trust
10,17,167,attorney,0,Fear
13,23,347,shoulder,0,Sadness
16,4,347,shoulder,0,Trust
3,39,347,shoulder,0,Anger
11,27,347,shoulder,0,Trust
1,4,347,shoulder,0,Trust
10,113,347,shoulder,0,Anticipation
14,6,347,shoulder,0,Trust
8,8,347,shoulder,0,Trust
4,3,347,shoulder,0,Trust
7,5,347,shoulder,0,Trust
26,10,168,beautification,0,Joy
6,13,168,beautification,0,Joy
19,4,168,beautification,0,Joy
24,39,168,beautification,0,Joy
10,22,168,beautification,0,Anticipation
5,7,168,beautification,0,Joy
1,6,168,beautification,0,Joy
17,4,168,beautification,0,Joy
2,5,168,beautification,0,Joy
4,4,168,beautification,0,Joy
4,5,348,shooter,0,Fear
12,20,348,shooter,0,Fear
8,34,348,shooter,0,Anticipation
6,8,348,shooter,0,Fear
2,3,348,shooter,0,Fear
1,7,348,shooter,0,Fear
10,20,348,shooter,0,Anticipation
24,45,348,shooter,0,Fear
19,4,348,shooter,0,Fear
5,8,348,shooter,0,Fear
12,11,169,beaming,0,Joy
4,4,169,beaming,0,Joy
2,3,169,beaming,0,Joy
7,4,169,beaming,0,Joy
11,30,169,beaming,0,Joy
1,5,169,beaming,0,Joy
5,7,169,beaming,0,Joy
10,19,169,beaming,0,Anticipation
8,37,169,beaming,0,Anticipation
6,94,169,beaming,0,Joy
8,6,349,usher,0,Anticipation
5,11,349,usher,0,Trust
4,4,349,usher,0,Anticipation
6,20,349,usher,0,Trust
11,32,349,usher,0,Trust
12,13,349,usher,0,Trust
17,5,349,usher,0,Trust
16,4,349,usher,0,Trust
1,6,349,usher,0,Anticipation
10,20,349,usher,0,Anticipation
10,98,170,beam,0,Fear
13,20,170,beam,0,Sadness
14,14,170,beam,0,Joy
4,6,170,beam,0,Joy
6,28,170,beam,0,Trust
5,9,170,beam,0,Joy
17,6,170,beam,0,Joy
2,4,170,beam,0,Joy
1,5,170,beam,0,Joy
12,9,170,beam,0,Joy
11,6,350,underwrite,0,Trust
8,59,350,underwrite,0,Trust
7,7,350,underwrite,0,Sadness
4,4,350,underwrite,0,Trust
1,4,350,underwrite,0,Trust
17,5,350,underwrite,0,Trust
12,57,350,underwrite,0,Surprise
10,20,350,underwrite,0,Anticipation
6,8,350,underwrite,0,Trust
19,4,350,underwrite,0,Trust
11,8,171,rising,0,Trust
24,30,171,rising,0,Anticipation
10,22,171,rising,0,Fear
6,11,171,rising,0,Trust
4,4,171,rising,0,Anticipation
12,18,171,rising,0,Anticipation
17,4,171,rising,0,Anticipation
1,5,171,rising,0,Anticipation
13,19,171,rising,0,Trust
2,4,171,rising,0,Joy
4,5,351,base,0,Disgust
1,4,351,base,0,Trust
2,5,351,base,0,Trust
8,12,351,base,0,Trust
5,10,351,base,0,Trust
12,17,351,base,0,Trust
6,13,351,base,0,Trust
13,19,351,base,0,Anger
16,4,351,base,0,Trust
10,45,351,base,0,Surprise
17,4,172,smiling,0,Joy
14,6,172,smiling,0,Joy
12,8,172,smiling,0,Joy
5,10,172,smiling,0,Joy
2,3,172,smiling,0,Joy
1,4,172,smiling,0,Joy
6,17,172,smiling,0,Joy
10,45,172,smiling,0,Joy
4,4,172,smiling,0,Joy
24,20,172,smiling,0,Joy
11,7,352,weighty,0,Anger
24,48,352,weighty,0,Sadness
1,5,352,weighty,0,Trust
10,23,352,weighty,0,Joy
6,26,352,weighty,0,Trust
17,5,352,weighty,0,Anticipation
14,19,352,weighty,0,Anticipation
2,5,352,weighty,0,Sadness
4,4,352,weighty,0,Sadness
7,8,352,weighty,0,Sadness
6,10,173,smile,0,Joy
1,4,173,smile,0,Joy
11,29,173,smile,0,Joy
16,6,173,smile,0,Joy
4,4,173,smile,0,Joy
2,4,173,smile,0,Joy
8,13,173,smile,0,Joy
5,8,173,smile,0,Joy
19,4,173,smile,0,Joy
10,21,173,smile,0,Joy
6,14,353,subsidence,0,Sadness
4,21,353,subsidence,0,Anticipation
12,15,353,subsidence,0,Anticipation
7,12,353,subsidence,0,Fear
24,41,353,subsidence,0,Joy
1,4,353,subsidence,0,Surprise
8,25,353,subsidence,0,Fear
14,12,353,subsidence,0,Anticipation
10,21,353,subsidence,0,Joy
17,13,353,subsidence,0,Fear
4,5,174,shun,0,Disgust
24,21,174,shun,0,Sadness
6,74,174,shun,0,Fear
1,7,174,shun,0,Anger
5,25,174,shun,0,Sadness
12,13,174,shun,0,Anger
10,18,174,shun,0,Trust
2,4,174,shun,0,Disgust
17,4,174,shun,0,Disgust
19,4,174,shun,0,Anger
6,10,354,terrific,0,Fear
24,26,354,terrific,0,Joy
2,5,354,terrific,0,Joy
17,5,354,terrific,0,Joy
19,4,354,terrific,0,Fear
4,6,354,terrific,0,Joy
7,7,354,terrific,0,Joy
10,21,354,terrific,0,Joy
12,10,354,terrific,0,Joy
1,4,354,terrific,0,Joy
19,4,175,sectarian,0,Disgust
7,20,175,sectarian,0,Anticipation
24,56,175,sectarian,0,Fear
17,6,175,sectarian,0,Trust
1,9,175,sectarian,0,Trust
10,20,175,sectarian,0,Joy
35,18,175,sectarian,0,Anger
4,22,175,sectarian,0,Fear
12,12,175,sectarian,0,Trust
6,73,175,sectarian,0,Trust
5,13,355,accurate,0,Trust
1,8,355,accurate,0,Trust
17,4,355,accurate,0,Trust
8,17,355,accurate,0,Trust
10,19,355,accurate,0,Anticipation
6,7,355,accurate,0,Trust
4,4,355,accurate,0,Trust
13,21,355,accurate,0,Joy
19,4,355,accurate,0,Trust
24,24,355,accurate,0,Trust
1,9,176,preclude,0,Anticipation
4,5,176,preclude,0,Anticipation
19,5,176,preclude,0,Disgust
8,16,176,preclude,0,Disgust
24,52,176,preclude,0,Anticipation
10,21,176,preclude,0,Anticipation
17,5,176,preclude,0,Anger
12,13,176,preclude,0,Surprise
6,17,176,preclude,0,Fear
7,9,176,preclude,0,Fear
4,5,356,unconstrained,0,Fear
10,34,356,unconstrained,0,Anticipation
12,12,356,unconstrained,0,Anger
6,16,356,unconstrained,0,Trust
16,5,356,unconstrained,0,Disgust
5,15,356,unconstrained,0,Joy
14,10,356,unconstrained,0,Anticipation
1,7,356,unconstrained,0,Surprise
26,10,356,unconstrained,0,Anger
11,23,356,unconstrained,0,Trust
17,4,177,star,0,Joy
13,11,177,star,0,Joy
4,6,177,star,0,Surprise
19,4,177,star,0,Joy
1,6,177,star,0,Joy
2,7,177,star,0,Surprise
12,12,177,star,0,Anticipation
6,18,177,star,0,Joy
10,18,177,star,0,Joy
8,8,177,star,0,Surprise
12,34,357,vicar,0,Trust
1,5,357,vicar,0,Trust
11,46,357,vicar,0,Trust
19,4,357,vicar,0,Trust
16,4,357,vicar,0,Trust
17,4,357,vicar,0,Trust
4,5,357,vicar,0,Trust
10,25,357,vicar,0,Anticipation
6,15,357,vicar,0,Joy
14,23,357,vicar,0,Trust
8,5,178,grievance,0,Disgust
5,6,178,grievance,0,Anger
10,19,178,grievance,0,Sadness
6,12,178,grievance,0,Sadness
1,5,178,grievance,0,Anger
17,5,178,grievance,0,Anger
12,25,178,grievance,0,Disgust
19,4,178,grievance,0,Anger
4,4,178,grievance,0,Anger
2,14,178,grievance,0,Sadness
11,16,358,airport,0,Joy
2,4,358,airport,0,Surprise
10,22,358,airport,0,Disgust
19,4,358,airport,0,Joy
5,9,358,airport,0,Fear
12,17,358,airport,0,Anticipation
6,9,358,airport,0,Joy
26,23,358,airport,0,Anticipation
4,6,358,airport,0,Anticipation
1,5,358,airport,0,Trust
16,6,179,subvert,0,Disgust
10,18,179,subvert,0,Anticipation
17,5,179,subvert,0,Disgust
4,20,179,subvert,0,Fear
5,9,179,subvert,0,Anger
6,25,179,subvert,0,Disgust
24,28,179,subvert,0,Fear
19,4,179,subvert,0,Disgust
13,38,179,subvert,0,Sadness
1,13,179,subvert,0,Fear
17,4,359,attainable,0,Anticipation
6,8,359,attainable,0,Trust
12,9,359,attainable,0,Trust
11,25,359,attainable,0,Trust
19,4,359,attainable,0,Anticipation
10,13,359,attainable,0,Disgust
4,4,359,attainable,0,Anticipation
2,3,359,attainable,0,Joy
22,43,359,attainable,0,Anticipation
1,5,359,attainable,0,Anticipation
5,11,180,artillery,0,Anger
24,49,180,artillery,0,Fear
4,5,180,artillery,0,Fear
19,4,180,artillery,0,Fear
17,4,180,artillery,0,Fear
10,26,180,artillery,0,Anticipation
14,40,180,artillery,0,Trust
1,9,180,artillery,0,Anger
15,9,180,artillery,0,Fear
6,7,180,artillery,0,Trust
12,10,360,academic,0,Trust
1,4,360,academic,0,Trust
4,5,360,academic,0,Trust
8,17,360,academic,0,Trust
5,14,360,academic,0,Trust
10,25,360,academic,0,Sadness
13,20,360,academic,0,Joy
6,8,360,academic,0,Trust
15,54,360,academic,0,Anticipation
11,52,360,academic,0,Trust
11,8,181,buddy,0,Trust
17,4,181,buddy,0,Trust
4,4,181,buddy,0,Joy
6,17,181,buddy,0,Trust
2,3,181,buddy,0,Joy
10,21,181,buddy,0,Joy
12,10,181,buddy,0,Trust
1,5,181,buddy,0,Trust
37,15,181,buddy,0,Trust
24,19,181,buddy,0,Trust
14,9,361,solidarity,0,Trust
24,14,361,solidarity,0,Trust
10,20,361,solidarity,0,Trust
1,5,361,solidarity,0,Trust
17,5,361,solidarity,0,Trust
4,5,361,solidarity,0,Trust
12,24,361,solidarity,0,Trust
8,7,361,solidarity,0,Trust
11,33,361,solidarity,0,Trust
6,27,361,solidarity,0,Trust
4,4,182,bridal,0,Joy
24,28,182,bridal,0,Anticipation
10,29,182,bridal,0,Joy
11,24,182,bridal,0,Joy
2,3,182,bridal,0,Joy
13,29,182,bridal,0,Trust
26,10,182,bridal,0,Joy
6,8,182,bridal,0,Joy
1,6,182,bridal,0,Anticipation
12,9,182,bridal,0,Joy
6,25,362,truthful,0,Trust
5,7,362,truthful,0,Trust
4,4,362,truthful,0,Trust
26,10,362,truthful,0,Trust
10,22,362,truthful,0,Trust
15,7,362,truthful,0,Trust
1,5,362,truthful,0,Trust
2,4,362,truthful,0,Trust
19,4,362,truthful,0,Trust
8,6,362,truthful,0,Trust
5,10,183,bout,0,Anger
12,16,183,bout,0,Fear
1,14,183,bout,0,Surprise
14,11,183,bout,0,Joy
10,18,183,bout,0,Anticipation
6,22,183,bout,0,Fear
4,7,183,bout,0,Surprise
17,5,183,bout,0,Anger
11,41,183,bout,0,Fear
24,29,183,bout,0,Anger
4,4,363,truthfulness,0,Trust
6,9,363,truthfulness,0,Trust
12,9,363,truthfulness,0,Trust
17,9,363,truthfulness,0,Trust
2,7,363,truthfulness,0,Trust
10,20,363,truthfulness,0,Trust
1,5,363,truthfulness,0,Trust
19,4,363,truthfulness,0,Trust
24,31,363,truthfulness,0,Trust
14,7,363,truthfulness,0,Trust
10,34,184,successful,0,Joy
26,10,184,successful,0,Joy
2,4,184,successful,0,Joy
6,9,184,successful,0,Joy
8,11,184,successful,0,Joy
7,4,184,successful,0,Joy
1,5,184,successful,0,Joy
4,5,184,successful,0,Joy
14,8,184,successful,0,Joy
